,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2013-05-31,"""Wakarusa Music and Camping Festival"" Mulberry Mountain, Ozark, AR, USA",,['Main Stage'],"{'1': 'debut, original', '2': 'unfinished', '3': 'with Bulls On Parade (Rage Against the Machine) jam'}",,"Le Blitz[1] >  JaJunk[2] >  Intentions Clear >  Partyin' Peeps,  The Triple Wide >  Cemetery Walk,  Divisions >  Who Knows >  Walletsworth,  Padgett's Profile,  End of the Road,  Miami Virtue >  Glory >  Divisions,  Eminence Front,  Pay the Snucka[3]",,,,,,,,,,,
0,2013-06-01,"""Wakarusa Music and Camping Festival"" Mulberry Mountain, Ozark, AR, USA",,['Revival Tent'],"{'1': 'with Chitlins Con Carne (Kenny Burrell) teases', '2': 'with Mike Dillon on vibraphone', '3': 'completed 05.31.2013 version'}",,"Mulche's Odyssey,  Resolution[1] >  Fool in the Rain,  Hurt Bird Bath,  Push the Pig >  Porch >  Headphones & Snowcones[2],  Day Nurse >  Room to Breathe >  JaJunk[3]",,,,,,,,,,,
0,2013-06-07,"Red Rocks Amphitheatre, Morrison, CO, USA",Delta Spirit and Dr. Dog,"['Divisions was preceded by a recording of In the Hall of the Mountain King (Grieg) on the P.A. with the band playing along', 'last Big Heart 02.14.2010 (371 shows)']",{'1': 'with Clayton Halsey on vocals'},,,"Divisions >  The Floor,  Loose Ends >  40's Theme,  In The Kitchen,  Frankie Zombie,  Miss Tinkle's Overture","The Triple Wide -> 1348,  Push the Pig >  Comma Later,  Glory >  Divisions >  Get In The Van,  August >  Big Heart >  August,  Thunderstruck[1]",,Preamble >  Mantis,,,,,,,
0,2013-06-08,"Chautauqua Auditorium, Boulder, CO, USA",,['last Black Water 07.11.2010 (332 shows)'],"{'1': 'with Brendan and Jake acoustic', '2': '""Jimmy Stewart"" with lyrics'}",,,"Thin Air,  Puppet String,  The Linear[1] >  No Diablo[1],  Dim Sun[1],  The Weight Around[1],  Black Water[1],  All In Time","Robot World[2] >  Example 1,  Nemo,  Walletsworth >  Nothing Too Fancy,  Booth Love",,Syncopated Strangers >  Dear Prudence,,,,,,,
0,2013-06-17,"""sUMmer school"" Full Moon Resort, Big Indian, NY, USA",,None,{},,"Der Bluten Kat >  Final Word >  Der Bluten Kat,  Puppet String -> 2nd Self,  The Fuzz >  Puppet String,  Hey Nineteen,  Hurt Bird Bath",,,,,,,,,,,
0,2013-06-18,"""sUMmer school"" Full Moon Resort, Big Indian, NY, USA",,['Domino Theory was teased after Go to Hell'],{'1': 'with Jeff Coffin on saxophones'},1 review(s),"Phil's Farm >  The Haunt >  Phil's Farm,  Last Man Swerving >  Go to Hell,  The Fussy Dutchman,  The Bottom Half[1],  Higgins[1],  Can't You Hear Me Knocking[1]",,,,,,,,,,,
0,2013-06-19,"""sUMmer school"" Full Moon Resort, Big Indian, NY, USA",,None,{'1': 'one verse'},,"JaJunk,  Front Porch >  Resolution[1] >  We're Going to War >  Front Porch >  Out Of Order,  Miss Gradenko,  Smell the Mitten,  2x2,  Morning Song >  Front Porch",,,,,,,,,,,
0,2013-06-20,"""sUMmer school"" Full Moon Resort, Big Indian, NY, USA",,None,"{'1': 'with For Whom the Bell Tolls (Metallica) teases', '2': 'with Zackie Spesh on guitar'}",,"Bridgeless >  White Man's Moccasins,  Kabump,  The Linear,  Night Nurse[1] >  Partyin' Peeps,  Eat[2] >  Glory[2] >  Eat[2],  Push the Pig,  Mullet (Over) >  Bridgeless",,,,"Steppin' Razor >  Mail Package,  Wizard Burial Ground",,,,,,,
0,2013-06-21,"Ram's Head Live!, Baltimore, MD, USA",,None,"{'1': 'debut, The Beatles; with Divisions fake-out', '2': 'with Soul Food II jam before song', '3': 'with Crazy Train (Ozzy Osbourne) teases'}",,,"Le Blitz >  In The Kitchen >  Professor Wormbog,  No Diablo,  Syncopated Strangers,  Plunger >  Hajimemashite >  Plunger >  In The Kitchen,  Happiness is a Warm Gun[1],  Wife Soup","All In Time[2] >  Utopian Fir >  All In Time,  White Pickle >  Deeper >  Wappy Sprayberry[3] >  40's Theme",,August >  The Way You Rule the World >  August,,,,,,,
0,2013-06-22,"House of Blues, North Myrtle Beach, SC, USA",,None,"{'1': '""Jimmy Stewart"" with lyrics'}",,,"Drink My Drank >  Booth Love,  Red Tape[1],  Day Nurse,  Nemo >  Visions >  Nemo,  Down Under,  Pay the Snucka","1348 >  Slacker[1],  Space Funk Booty,  Ocean Billy,  Kashmir,  Tribute to the Spinal Shaft >  Mulche's Odyssey",,Much Obliged >  1348,,,,,,,
0,2013-07-02,"""Summerfest"" Henry Maier Festival Park, Milwaukee, WI, USA",,['Briggs & Stratton Big Backyard Stage'],{'1': 'with Kevin Sinclair on saxophone'},1 review(s),"Le Blitz >  Plunger,  Turn & Dub >  Mail Package >  Wife Soup,  It's So Easy,  Robot World >  Out Of Order,  Pay the Snucka[1] >  Let's Dance[1],  Bright Lights, Big City >  Another Brick in the Wall,  2x2 >  No Comment >  2x2",,,,"Deeper >  Miss Tinkle's Overture,  Dear Lord >  Pay the Snucka",,,,,,,
0,2013-07-03,"Frederik Meijer Gardens, Grand Rapids, MI, USA",,"['last After Midnight 10.28.2008 (537 shows)', ""last Kat's Tune 08.12.2010 (326 shows)""]","{'1': 'Ryan solo', '2': 'unfinished'}",,,"Booth Love,  Loose Ends,  Sociable Jimmy,  White Pickle >  After Midnight,  Headphones & Snowcones,  13 Days,  America the Beautiful[1] >  Glory -> The Fuzz >  Glory","Cheap Sunglasses >  Kat's Tune,  Nothing Too Fancy[2] >  Hajimemashite,  Higgins,  Day Nurse,  Puppet String",,Hangover >  Liberty Echo >  Hangover,,,,,,,
0,2013-07-05,"Cabooze Outdoor Plaza, Minneapolis, MN, USA",,None,{},,,"Leave Me Las Vegas >  Phil's Farm >  Ocean Billy,  40's Theme,  Thin Air,  Der Bluten Kat >  I Ran >  Der Bluten Kat","Wappy Sprayberry >  Heart and Soul >  Prowler >  Miami Virtue,  Walletsworth,  Hurt Bird Bath >  Women Wine and Song >  Hurt Bird Bath,  August",,The Triple Wide >  Phil's Farm,,,,,,,
0,2013-07-06,"Wooly's, Des Moines, IA, USA",,None,{},,"1348 >  Syncopated Strangers,  Red Tape >  Mulche's Odyssey,  In The Kitchen,  Making Flippy Floppy,  Mullet (Over),  Ringo,  Tribute to the Spinal Shaft >  1348",,,,All In Time,,,,,,,
0,2013-07-07,"CEFCU Center Stage at The Landing, Peoria, IL, USA",,None,"{'1': 'with Stanley Jordan on guitar', '2': 'unfinished', '3': ""with Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) jam"", '4': 'with Norwegian Wood (The Beatles) jam and River People (Weather Report) tease', '5': 'without Peter Piper lyrics'}",,,"Drink My Drank >  Push the Pig,  JaJunk >  Anchor Drops,  Kabump >  2nd Self,  Great American[1],  Fame[1]","Bridgeless[2] >  Get In The Van,  Much Obliged[1] >  Lenny[1],  Utopian Fir[3],  Rocker Part 2[2] >  JaJunk",,Resolution[4] -> Soul Food II[5] >  Africa,,,,,,,
0,2013-07-11,"""Camp Bisco"" Indian Lookout Country Club, Mariaville, NY, USA",,"['entire show without Ryan', 'Main 1 Stage', 'last Home Again 05.05.2006 (837 shows)']","{'1': 'with David Murphy on bass', '2': 'with David Murphy on bass; dub version', '3': 'with David Murphy on bass; ""Jimmy Stewart"" with lyrics', '4': 'with Marc Brownstein on bass', '5': 'with Marc Brownstein on bass and vocals and Jon Gutwillig on guitar and vocals', '6': 'with Bryan Doherty on bass', '7': 'with Bryan Doherty on bass, and with Aron Magner joining Joel on keytars'}",,"Wappy Sprayberry[1] >  Breathe[2],  The Triple Wide[3],  In The Kitchen[4],  Partyin' Peeps[4],  Home Again[5],  The Linear[6],  Booth Love[7]",,,,,,,,,,,
0,2013-08-15,"Louisville Palace Theater, Louisville, KY, USA",,['played before STS9'],"{'1': 'incomplete', '2': 'with Roundabout (Yes) teases', '3': 'one verse'}",,"Push the Pig >  1348 >  2x2,  Der Bluten Kat >  Amble On[1] >  Der Bluten Kat,  Miss Gradenko,  FF >  Puppet String[2],  The Triple Wide >  (Don't Fear) The Reaper[3] >  The Triple Wide -> 1348",,,,,,,,,,,
0,2013-08-16,"The Lawn at White River State Park, Indianapolis, IN, USA",,"['played after STS9', 'The Floor dedicated to Sanae Harashima']","{'1': 'with The Trooper (Iron Maiden) teases', '2': 'with Ramone & Emiglio (STS9) tease', '3': 'with David Murphy replacing Ryan and David Phipps joining Joel'}",,"Believe the Lie >  Words,  Hurt Bird Bath,  Deeper >  Cemetery Walk,  Cemetery Walk II,  Weird Fishes/Arpeggi,  Mulche's Odyssey,  The Floor[1]",,,,Preamble >  Mantis Ghetts[2] >  In the Flesh? >  Another Brick in the Wall[3],,,,,,,
0,2013-08-17,"FirstMerit Bank Pavilion at Northerly Island, Chicago, IL, USA",,"['played after STS9', 'Tribute to the Spinal Shaft dedicated to Travis ""Quad"" Spurley']",{'1': 'with all of STS9 and horns'},1 review(s),"Le Blitz >  Bridgeless >  Plunger >  Dear Lord >  Plunger,  No Diablo,  Tribute to the Spinal Shaft -> Conduit,  The Linear -> Bridgeless",,,,"40's Theme,  Let's Dance[1]",,,,,,,
0,2013-08-18,"Meadow Brook Music Festival, Rochester Hills, MI, USA",,['played before STS9'],{'1': 'with Get In the Van false start'},,"Miss Tinkle's Overture[1],  Booth Love,  Soul Food I >  Web Tangle >  JaJunk >  Ringo,  Jessica,  Day Nurse >  JaJunk,  Comma Later >  Nothing Too Fancy",,,,,,,,,,,
0,2013-08-21,"The Crossroads KC, Kansas City, MO, USA",,['played before STS9'],"{'1': 'unfinished', '2': 'with Dump City teases and Divisions jam', '3': 'with White Summer/Black Mountain Side (Led Zeppelin) teases'}",1 review(s),"In The Kitchen >  Wellwishers >  In The Kitchen,  Mail Package,  Dump City,  Example 1[1] >  Out Of Order,  Phil's Farm[2],  Syncopated Strangers[3],  Come Closer,  Pay the Snucka",,,,,,,,,,,
0,2013-08-22,"Chesterfield Amphitheater, Chesterfield, MO, USA",Up Until Now,"['played after STS9', 'with YYZ (Rush) tease before Room to Breathe']",{'1': 'with The Fuzz tease'},,"2nd Self,  Wappy Sprayberry >  Higgins,  Search 4 >  Blue Echo >  Slacker,  Room to Breathe,  Much Obliged[1] >  Can't You See,  Partyin' Peeps",,,,,,,,,,,
0,2013-08-23,"Riverfront Park, Nashville, TN, USA",Up Until Now,['played after STS9'],{'1': 'with David Murphy replacing Ryan on bass and Jeffree Lerner on percussion'},1 review(s),"There's No Crying In Mexico >  Get In The Van,  August,  Made to Measure >  Resolution,  Professor Wormbog,  Intentions Clear >  Cut the Cable >  Hajimemashite,  Hangover,  Breathe[1],  The Triple Wide",,,,,,,,,,,
0,2013-08-24,"Verizon Wireless Amphitheatre, Alpharetta, GA, USA",Up Until Now,['played before STS9'],{},,"Miss Tinkle's Overture,  Puppet String -> No Comment >  Ocean Billy,  Andy's Last Beer,  All In Time,  Utopian Fir >  Life During Exodus,  Women Wine and Song -> The Linear -> Puppet String",,,,,,,,,,,
0,2013-08-25,"Red Hat Amphitheater, Raleigh, NC, USA",Up Until Now,['played after STS9'],"{'1': 'debut, original'}",,"You Got the Wrong Guy[1] >  Bright Lights, Big City,  Prowler >  The Bottom Half >  Final Word -> The Bottom Half,  Hurt Bird Bath,  Preamble >  Mantis >  Crucial Taunt,  40's Theme,  Miami Virtue >  Mantis,  Wizard Burial Ground",,,,,,,,,,,
0,2013-08-28,"Time Warner Uptown Amphitheatre, Charlotte, NC, USA",Up Until Now,"['played before STS9', 'last Raymond 03.11.2010 (384 shows)']","{'1': 'one verse', '2': 'with Sweet Home Alabama (Lynyrd Skynyrd) tease'}",3 review(s),"Domino Theory,  Smell the Mitten >  Who Knows[1] >  Smell the Mitten,  Rocker Part 2,  Great American >  Raymond >  Great American >  Sociable Jimmy -> Miss You[1] >  Sociable Jimmy,  Kabump -> Cocaine,  Bad Poker[2],  Nothing Too Fancy",,,,,,,,,,,
0,2013-08-29,"Maymont, Richmond, VA, USA",Up Until Now,['played after STS9'],{},,"Tango Mike >  Eat,  Loose Ends >  1348 >  Conduit,  Out Of Order >  Kimble,  Der Bluten Kat >  I'm On Fire >  Der Bluten Kat,  Nemo,  2x2 >  1348",,,,Come As Your Kids,,,,,,,
0,2013-08-30,"Mann Music Center, Philadelphia, PA, USA",Up Until Now,['played after STS9'],"{'1': 'with David Murphy on bass and Jeffree Lerner on percussion', '2': 'with Zach Velmer replacing Kris on drums', '3': 'with Bulls On Parade (Rage Against the Machine) jam'}",,"Gurgle >  Slacker >  Ocean Billy >  Day Nurse >  Ocean Billy,  All In Time,  Shine On You Crazy Diamond >  Wappy Sprayberry[1],  JaJunk",,,,"Waiting Room[2],  Pay the Snucka[3]",,,,,,,
0,2013-08-31,"Bank of America Pavilion, Boston, MA, USA",Up Until Now,['played before STS9'],{'1': 'with Jeffree Lerner on percussion and David Phipps on keyboards'},,"Plunger >  Walletsworth,  Crucial Taunt,  The Pequod,  The Linear >  Glory >  Deeper,  Divisions >  Soul Food II >  Divisions,  No Diablo,  White Pickle >  Regulate[1],  Mulche's Odyssey",,,,,,,,,,,
0,2013-09-01,"Filene Center at Wolf Trap, Vienna, VA, USA",Up Until Now,['played before STS9'],"{'1': 'unfinished', '2': 'Brendan and Jake on acoustics'}",,"Puppet String,  Comma Later[1],  Susanah[2],  That's the Way[2],  Bridgeless >  Booth Love,  Turn & Dub >  Bridgeless,  In The Kitchen,  The Floor >  Hajimemashite >  The Floor",,,,,,,,,,,
0,2013-10-04,"Family Circle Stadium, Charleston, SC, USA",,"['opened for Widespread Panic', 'with Bad Poker tease before All In Time']",{'1': 'with 25 or 6 to 4 (Chicago) jam'},1 review(s),"In The Kitchen,  40's Theme,  All In Time,  Higgins[1],  The Triple Wide >  Hajimemashite",,,,,,,,,,,
0,2013-10-05,"Family Circle Stadium, Charleston, SC, USA",,"['opened for Widespread Panic', ""last Ain't No Sunshine 02.10.2011 (294 shows)""]","{'1': ""with A Love Supreme (John Coltrane) and Wanna Be Startin' Somethin' (Michael Jackson) jams"", '2': ""with Jake on keys; with There's No Crying In Mexico tease"", '3': 'with John Bell on guitar and vocals'}",,,"Slacker,  Conduit,  The Linear >  1348[1],  Booth Love[2],  Ain't No Sunshine[3],  Puppet String",,,,,,,,,,
0,2013-10-16,"Higher Ground, South Burlington, VT, USA",The London Souls,"['with La Grange (ZZ Top) tease before Dr. Feelgood', 'last Cinnamon Girl 03.04.2008 (639 shows)']","{'1': ""with Don't You Forget About Me (Simple Minds) jam"", '2': 'with Voodoo Child (Slight Return) (Jimi Hendrix) tease', '3': 'with Bulls On Parade (Rage Against the Machine) jam', '4': 'with Norwegian Wood (The Beatles) jam'}",1 review(s),,"Pay the Snucka >  Push the Pig,  Phil's Farm[1],  Cemetery Walk,  Prowler >  Much Obliged[2] -> Cinnamon Girl >  Pay the Snucka[3]","Jessica,  White Man's Moccasins,  Conduit,  Dump City,  Dr. Feelgood >  Higgins >  Front Porch[4]",,Hangover >  Who Knows >  Hangover,,,,,,,
0,2013-10-17,"The Klein, Bridgeport, CT, USA",The London Souls,"['Women Wine and Song dedicated to fan Aidan and his father', 'last Luckenbach, Texas (Back to the Basics of Love) 08.28.2009 (468 shows)']","{'1': 'debut, Bananarama', '2': ""with Breezin' (George Benson) jam"", '3': '""Jimmy Stewart"" with lyrics', '4': 'with Bill Evans on saxophone', '5': 'with Ten Years Gone (Led Zeppelin) intro'}",,,"Jekyll & Hyde >  Walletsworth,  Domino Theory >  Cruel Summer[1] >  Domino Theory,  The Fussy Dutchman,  Syncopated Strangers[2],  Luckenbach, Texas (Back to the Basics of Love),  Day Nurse >  Wellwishers,  All Things Ninja","All In Time[3] >  The Triple Wide >  The Bottom Half,  Women Wine and Song >  Room to Breathe,  Ocean Billy[4],  Cherub Rock >  All In Time",,Fool in the Rain[5],,,,,,,
0,2013-10-18,"Calvin Theatre, Northampton, MA, USA",The London Souls,None,"{'1': 'with Roundabout (Yes) and Third Stone From the Sun (Jimi Hendrix) teases', '2': '""Jimmy Stewart"" with lyrics'}",,,"Le Blitz >  1348[1] >  Example 1,  Slacker,  Great American[2],  Partyin' Peeps,  Red Tape >  Crucial Taunt >  Red Tape","Nothing Too Fancy >  Ringo,  I Want You (She's So Heavy),  Der Bluten Kat >  Dear Lord >  Der Bluten Kat,  Reelin' in the Years",,Den >  Nothing Too Fancy,,,,,,,
0,2013-10-19,"State Theatre, Portland, ME, USA",The London Souls,None,{},1 review(s),,"Gurgle >  2nd Self,  Smell the Mitten,  In The Kitchen,  Mail Package,  Miami Virtue >  Loose Ends >  Making Flippy Floppy","Puppet String,  Wappy Sprayberry >  Thin Air,  Intentions Clear >  Down Under,  The Linear >  Hajimemashite",,Wizard Burial Ground,,,,,,,
0,2013-10-21,"The State Theatre, State College, PA, USA",,"['with White Summer/Black Mountain Side (Led Zeppelin) tease before Black Water', 'last Tomorrow Never Knows 11.15.2009  (435 shows)']",{'1': 'one verse'},,,"You Got the Wrong Guy >  Bridgeless,  Preamble >  Mantis Ghetts >  Dance Hall Days,  #5 >  Nemo >  Atmosfarag >  Nemo,  Padgett's Profile,  Morning Song >  Bridgeless","Resolution -> Mulche's Odyssey -> Tomorrow Never Knows[1] >  Mulche's Odyssey,  White Pickle -> Out Of Order,  Black Water,  Kabump -> Pipeline >  Kabump",,The Floor,,,,,,,
0,2013-10-23,"House of Blues, Cleveland, OH, USA",The London Souls,None,"{'1': ""with I Can't Go For That (No Can Do) (Hall & Oates) jam""}",,,"40's Theme,  2x2[1],  Turn & Dub >  Time,  Rocker Part 2,  Visions >  Bright Lights, Big City","Miss Tinkle's Overture,  Booth Love >  Go to Hell,  August,  Sociable Jimmy >  Cheap Sunglasses >  Plunger >  No Comment >  Plunger",,Divisions,,,,,,,
0,2013-10-24,"Sherman Theater, Stroudsburg, PA, USA",The London Souls,['last Rastaman Chant 06.29.2011 (262 shows)'],"{'1': 'with The Floor tease', '2': 'with Imperial March (John Williams) tease'}",,,"Phil's Farm,  Anchor Drops,  Comma Later >  Utopian Fir >  Words >  Rastaman Chant >  Andy's Last Beer","Preamble >  Mantis >  Robot World[1],  Wife Soup,  Billie Jean,  Deeper >  Cemetery Walk II,  Prowler[2] >  Mantis",,Slacker,,,,,,,
0,2013-10-25,"Stage AE, Pittsburgh, PA, USA",The London Souls,None,"{'1': 'unfinished', '2': '""Jimmy Stewart"" with lyrics; with Stairway to Heaven (Led Zeppelin) tease'}",,,"Catshot >  Pay the Snucka >  The Linear,  Ringo >  Young Lust >  Ringo,  Tribute to the Spinal Shaft >  Walletsworth,  Dee >  Pay the Snucka[1] >  Immigrant Song","Puppet String,  The Crooked One >  The Haunt >  Glory >  Much Obliged,  Dump City,  The Triple Wide[2],  Hangover -> Voodoo Child >  Hangover",,"Nopener,  Hot for Teacher",,,,,,,
0,2013-10-26,"The Town Ballroom, Buffalo, NY, USA",The London Souls,"['You Really Got Me (Van Halen) was teased after the second Hurt Bird Bath.', ""last Burnin' and Lootin' 12.09.2005 (916 shows)""]","{'1': 'with Crazy Train (Ozzy Osbourne) jam', '2': 'one verse', '3': 'with 99 Red Balloons (Nena) teases', '4': '""Jimmy Stewart"" with lyrics'}",,,"Drink My Drank >  Bridgeless >  Wappy Sprayberry[1] >  Spires,  Last Man Swerving >  13 Days,  Der Bluten Kat >  Meeting in the Aisle >  Der Bluten Kat","Hurt Bird Bath >  Burnin' and Lootin'[2] >  Hurt Bird Bath,  The Fuzz[3] >  Professor Wormbog[4],  When the World Is Running Down You Make the Best of What's Still Around >  Got Your Milk (Right Here),  FF >  Bridgeless",,JaJunk,,,,,,,
0,2013-10-30,"Kalamazoo State Theatre, Kalamazoo, MI, USA",,None,{'1': 'with Jake on percussion'},,,"Depth Charge >  Slacker,  Intentions Clear >  Uncle Wally,  Crucial Taunt,  Blue Echo -> Out Of Order,  Mail Package,  Fame","In The Kitchen,  Smell the Mitten[1],  Resolution >  Conduit,  Girlfriend is Better >  Mullet (Over)",,"Bright Lights, Big City",,,,,,,
0,2013-10-31,"Riverside Theater, Milwaukee, WI, USA",The London Souls,"['Band costumes: Brendan was Heisenbert Reynolds, Jake was Silent Bob Seger, Joel was Uncle Jesse Pinkman, Andy was Paul Ryan Braun, Kris was Dr. Phil Spector, and Ryan was Batman & Robin Thicke']","{'1': 'with Pay the Snucka (part III) teases', '2': ""debut; When Doves Cry (Prince) + Pay the Snucka + (Don't Fear) The Reaper (Blue Öyster Cult) mash-up"", '3': 'with Halloween theme (John Carpenter) jam, and Thriller (Michael Jackson) and Day Nurse teases', '4': 'debut; Papa Was a Rolling Stone (The Temptations) + Blurred Lines (Robin Thicke) + Got to Give It Up (Marvin Gaye) + I Can Change (LCD Soundsystem) mash-up', '5': 'debut; The Triple Wide + Highway to Hell (AC/DC) + Electric Avenue (Eddy Grant) mash-up'}",1 review(s),,"The Floor,  Nothing Too Fancy -> The Linear >  Utopian Fir[1] >  Nothing Too Fancy,  Ocean Billy,  Don't Fear the Doves, Snucka[2]","Puppet String -> Glory >  Puppet String,  Hurt Bird Bath[3],  2x2 >  Get In The Van,  Papa Can Change a Blurred Stone[4],  Wizard Burial Ground",,Electric Avenue to Hell[5],,,,,,,
