primary_key,date,title,venue,city,state,country,vip,support,notes,tags,set_ct,song_ct
06-23-2019-Morrison-4-25,06-23-2019,"Red Rocks Amphitheatre, Morrison, CO, USA",Red Rocks Amphitheatre,Morrison,CO,USA,False,,"['In the Light intro before Immigrant Song', 'last Hey, Hey What Can I Do 06.28.2015 (364 shows)', 'last Bron-Y-Aur Stomp 04.24.2010 (930 shows)', 'last No Quarter 11.15.2005 (1,467 shows)']","{1: 'with Back In Black (AC/DC) teases', 2: 'with Jason Bonham on drums and James Dylan on vocals', 3: 'debut, Led Zeppelin; with Jason Bonham on drums and James Dylan on vocals', 4: 'with Jason Bonham on drums', 5: 'with Jason Bonham on drums and Brendan on acoustic', 6: 'with Jason Bonham on drums, James Dylan on vocals, and Eric Krasno on guitar', 7: ""with It's About That Time (Mile Davis) jam; unfinished"", 8: 'with Waterfalls (TLC) quotes', 9: 'with Immigrant Song (Led Zeppelin) teases'}",4,25
07-03-2019-Anaheim-3-15,07-03-2019,"House of Blues, Anaheim, CA, USA",House of Blues,Anaheim,CA,USA,False,Ron Artis II & the Truth,['with YYZ and Spirit of the Radio (Rush) teases before Resolution'],"{1: 'with Body and Soul (William Onyeabor) teases', 2: 'with Regulate (Warren G) jam, and Sailing (Christopher Cross) and Roundabout (Yes) teases'}",3,15
07-05-2019-Jacksonville-3-14,07-05-2019,"""Britt Music & Arts Festival"" Britt Pavilion, Jacksonville, OR, USA","""Britt Music & Arts Festival"" Britt Pavilion",Jacksonville,OR,USA,False,Ron Artis II & the Truth,,"{1: 'with Layla (Derek and the Dominos) jam and quote', 2: 'with Over the Hills and Far Away (Led Zeppelin) teases', 3: 'with Off the Wall (Michael Jackson) teases'}",3,14
07-06-2019-Quincy-2-12,07-06-2019,"""High Sierra Music Festival"" Plumas-Sierra County Fairgrounds, Quincy, CA, USA","""High Sierra Music Festival"" Plumas-Sierra County Fairgrounds",Quincy,CA,USA,False,,['Grandstand Stage'],{1: 'with Skerik on saxophone'},2,12
07-13-2019-Snowshoe-2-13,07-13-2019,"""4848 Festival"" Snowshoe Mountain Resort, Snowshoe, WV, USA","""4848 Festival"" Snowshoe Mountain Resort",Snowshoe,WV,USA,False,,['Sky Stage'],"{1: 'with Billy Strings on guitar, Paul Hoffman on mandolin, and Anders Beck on dobro', 2: 'with Dr. Feelgood (Motley Crue) jam and quote; unfinished'}",2,13
07-18-2019-Raleigh-3-16,07-18-2019,"The Ritz, Raleigh, NC, USA",The Ritz,Raleigh,NC,USA,False,Aqueous,['with La Grange (ZZ Top) tease before Women Wine and Song'],"{1: 'with The Frayed Ends of Sanity (Metallica) teases', 2: 'with Ten Years Gone (Led Zeppelin) jam', 3: 'with Stairway to Heaven (Led Zeppelin) tease'}",3,16
07-19-2019-Richmond-3-17,07-19-2019,"Virginia Credit Union Live!, Richmond, VA, USA",Virginia Credit Union Live!,Richmond,VA,USA,False,,,"{1: 'with Third Stone from the Sun (Jimi Hendrix) tease', 2: 'with La Grange (ZZ Top) jam and quote'}",3,17
07-20-2019-Scranton-1-11,07-20-2019,"""Camp Bisco"" Montage Mountain, Scranton, PA, USA","""Camp Bisco"" Montage Mountain",Scranton,PA,USA,False,,,{},1,11
08-02-2019-Darrington-1-10,08-02-2019,"""Summer Meltdown"" Darrington Bluegrass Music Park, Darrington, WA, USA","""Summer Meltdown"" Darrington Bluegrass Music Park",Darrington,WA,USA,False,,['Main Stage'],{1: 'with Third Stone From the Sun (Jimi Hendrix) teases'},1,10
08-03-2019-Bonner-3-15,08-03-2019,"KettleHouse Amphitheater, Bonner, MT, USA",KettleHouse Amphitheater,Bonner,MT,USA,False,Pigeons Playing Ping Pong,['with Over the Hills and Far Away (Led Zeppelin) teases before Utopian Fir'],{},3,15
08-04-2019-Salt_Lake_City-3-15,08-04-2019,"Red Butte Garden, Salt Lake City, UT, USA",Red Butte Garden,Salt Lake City,UT,USA,False,Pigeons Playing Ping Pong,,{1: 'with Take Me to the River (Al Green) jam'},3,15
08-10-2019-Chicago-3-17,08-10-2019,"Lakefront Green, Chicago, IL, USA",Lakefront Green,Chicago,IL,USA,False,"Cory Wong, Joel Cummins",,"{1: 'debut, original', 2: 'with Hang Up Your Hang Ups (Herbie Hancock) teases; unfinished', 3: 'with Mike Racky on pedal steel', 4: 'with Domino Theory teases', 5: 'with Imagine (John Lennon) verse'}",3,17
08-15-2019-St._Petersburg-3-13,08-15-2019,"Jannus Live, St. Petersburg, FL, USA",Jannus Live,St. Petersburg,FL,USA,False,Magic City Hippies,,{},3,13
08-16-2019-Miami_Beach-3-18,08-16-2019,"The Fillmore Miami Beach, Miami Beach, FL, USA",The Fillmore Miami Beach,Miami Beach,FL,USA,False,Magic City Hippies,['last Bittersweet Haji 04.16.2016 (306 shows)'],"{1: 'unfinished', 2: 'with Black Market (Weather Report) teases', 3: 'with Jake on keys', 4: 'with Late In the Evening (Paul Simon) jam', 5: 'with Stairway to Heaven (Led Zeppelin) ending'}",3,18
08-17-2019-St._Augustine-3-17,08-17-2019,"St. Augustine Amphitheatre, St. Augustine, FL, USA",St. Augustine Amphitheatre,St. Augustine,FL,USA,False,Magic City Hippies,,"{1: 'unfinished', 2: 'with Milestones (Miles Davis) and Killer Joe (Benny Golson) teases and So What (Miles Davis) jam'}",3,17
08-18-2019-Wilmington-3-23,08-18-2019,"Greenfield Lake Amphitheater, Wilmington, NC, USA",Greenfield Lake Amphitheater,Wilmington,NC,USA,False,Magic City Hippies,"['last Home 04.02.2014 (513 shows)', 'with Still Of the Night (Whitesnake) tease before Resolution']","{1: 'debut, Wilco', 2: ""with Breezin' (George Benson) tease""}",3,23
08-22-2019-Chattanooga-3-22,08-22-2019,"The Signal, Chattanooga, TN, USA",The Signal,Chattanooga,TN,USA,False,,,"{1: 'with Shakedown Street (Grateful Dead) teases', 2: 'with Karl Engelmann on vocals'}",3,22
08-23-2019-Louisville-3-15,08-23-2019,"Iroquois Amphitheater, Louisville, KY, USA",Iroquois Amphitheater,Louisville,KY,USA,False,,,"{1: 'with Shine On You Crazy Diamond (Pink Floyd) teases', 2: 'with Proverbial tease'}",3,15
08-24-2019-Indianapolis-3-19,08-24-2019,"The Lawn at White River State Park, Indianapolis, IN, USA",The Lawn at White River State Park,Indianapolis,IN,USA,False,SunSquabi,"[""with (Don't Fear) The Reaper (Blue Öyster Cult) tease before Uncommon""]","{1: 'with Rumble (Link Wray & His Ray Men) jam', 2: 'with Nick Gerlach on saxophone', 3: 'with Kanika Moore on vocals'}",3,19
08-25-2019-Kettering-3-16,08-25-2019,"Fraze Pavilion, Kettering, OH, USA",Fraze Pavilion,Kettering,OH,USA,False,SunSquabi,,{},3,16
08-29-2019-Hampton_Beach-3-16,08-29-2019,"Hampton Beach Casino Ballroom, Hampton Beach, NH, USA",Hampton Beach Casino Ballroom,Hampton Beach,NH,USA,False,Big Something,['last Come As Your Kids 04.16.2016 (313 shows)'],{},3,16
08-30-2019-Asbury_Park-3-18,08-30-2019,"Stone Pony Outdoors, Asbury Park, NJ, USA",Stone Pony Outdoors,Asbury Park,NJ,USA,False,Big Something,['last Muff II: The Revenge 01.29.2017 (241 shows)'],{1: 'with For Whom the Bell Tolls (Metallica) teases'},3,18
08-31-2019-Huntington-3-16,08-31-2019,"The Paramount, Huntington, NY, USA",The Paramount,Huntington,NY,USA,False,Big Something,,"{1: 'with Third Stone from the Sun (Jimi Hendrix) and Ring of Fire (Johnny Cash) teases', 2: 'with All Things Ninja jam', 3: 'with Alric Carter on keys and Casey Cranford on saxophone', 4: 'with Xxplosive (Dr. Dre) teases'}",3,16
09-01-2019-Utica-3-18,09-01-2019,"Saranac Brewery, Utica, NY, USA",Saranac Brewery,Utica,NY,USA,False,Big Something,,"{1: ""with Can't You Hear Me Knocking (The Rolling Stones) teases"", 2: 'with Stranglehold (Ted Nugent) jam'}",3,18
09-19-2019-Greensboro-3-15,09-19-2019,"Piedmont Hall, Greensboro, NC, USA",Piedmont Hall,Greensboro,NC,USA,False,Big Something,,{1: 'with Casey Crawford on saxophone'},3,15
09-20-2019-Charlottesville-3-21,09-20-2019,"Sprint Pavilion, Charlottesville, VA, USA",Sprint Pavilion,Charlottesville,VA,USA,False,Big Something,,"{1: ""with Can't You Hear Me Knocking (The Rolling Stones) jam"", 2: 'with Two Tickets to Paradise (Eddie Money) teases'}",3,21
09-21-2019-Slippery_Rock-2-13,09-21-2019,"""Resonance Music and Arts Festival"" Cooper's Lake Campground, Slippery Rock, PA, USA","""Resonance Music and Arts Festival"" Cooper's Lake Campground",Slippery Rock,PA,USA,False,,"['Apex Stage', 'with YYZ (Rush) tease before Moving In Stereo']","{1: 'debut, The Cars; with Jamie Shields on keyboards', 2: ""with Nick Gerlach on saxophone; with Can't You Hear Me Knocking (The Rolling Stones) teases""}",2,13
10-17-2019-Athens-3-13,10-17-2019,"Georgia Theatre, Athens, GA, USA",Georgia Theatre,Athens,GA,USA,False,,,"{1: 'with So Fresh, So Clean (Outkast) teases'}",3,13
10-18-2019-Athens-3-14,10-18-2019,"Georgia Theatre, Athens, GA, USA",Georgia Theatre,Athens,GA,USA,False,,,{1: 'unfinished'},3,14
10-19-2019-Athens-vip-1-6,10-19-2019,"Georgia Theatre, Athens, GA, USA",Georgia Theatre,Athens,GA,USA,True,,"['set for those who purchased the VIP package', 'last Rising Bird 02.14.2003 (1,908 shows)']",{},1,6
10-19-2019-Athens-3-18,10-19-2019,"Georgia Theatre, Athens, GA, USA",Georgia Theatre,Athens,GA,USA,False,,,{1: 'with Bombtrack (Rage Against the Machine) jam and quote'},3,18
10-23-2019-Knoxville-3-17,10-23-2019,"The Mill & Mine, Knoxville, TN, USA",The Mill & Mine,Knoxville,TN,USA,False,,,{1: 'with Billie Jean (Michael Jackson) jam'},3,17
10-24-2019-Live_Oak-1-13,10-24-2019,"""Suwannee Hulaween"" Spirit of the Suwannee Music Park, Live Oak, FL, USA","""Suwannee Hulaween"" Spirit of the Suwannee Music Park",Live Oak,FL,USA,False,,['The Patch stage'],{},1,13
10-25-2019-Live_Oak-1-9,10-25-2019,"""Suwannee Hulaween"" Spirit of the Suwannee Music Park, Live Oak, FL, USA","""Suwannee Hulaween"" Spirit of the Suwannee Music Park",Live Oak,FL,USA,False,,['The Patch stage'],{},1,9
10-31-2019-Washington-3-19,10-31-2019,"The Anthem, Washington, DC, USA",The Anthem,Washington,DC,USA,False,Star Kitchen,"['Band was dressed as cops', 'last Message in a Bottle 08.12.2010 (931 shows)']","{1: 'debut, The Police', 2: 'unfinished', 3: 'first time played in full', 4: 'with Crazy Train (Ozzy Osbourne) teases'}",3,19
11-01-2019-Philadelphia-3-13,11-01-2019,"The Fillmore, Philadelphia, PA, USA",The Fillmore,Philadelphia,PA,USA,False,Star Kitchen,"[""with Freedom of '76 (Ween) fakeout before Freedom! '90""]","{1: 'unfinished', 2: ""with Free Fallin' (Tom Petty) jam"", 3: 'with Pipeline (The Chantays) intro', 4: ""with The Bed's Too Big Without You (The Police) tease"", 5: 'with Steve Britz on percussion'}",3,13
11-02-2019-Philadelphia-vip-1-5,11-02-2019,"The Fillmore, Philadelphia, PA, USA",The Fillmore,Philadelphia,PA,USA,True,,['set for those who purchased the VIP package'],{},1,5
11-02-2019-Philadelphia-3-18,11-02-2019,"The Fillmore, Philadelphia, PA, USA",The Fillmore,Philadelphia,PA,USA,False,Star Kitchen,['last Bombtrack 12.30.2016 (268 shows)'],"{1: 'completing the 11.01.2019 version', 2: 'with Marlon Lewis on drums and Kris on voals', 3: 'with James Casey on saxophone', 4: 'with Hysteria (Def Leppard) tease', 5: 'with Little Wing (Jimi Hendrix) tease in intro'}",3,18
11-08-2019-Charleston-3-19,11-08-2019,"""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve, Charleston, SC, USA","""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve",Charleston,SC,USA,False,,['last Big Heart 06.07.2013 (618 shows)'],"{1: 'debut, Arlo McKinley and the Free People ; with Arlo McKinley on vocals and Nick Blasky on drums'}",3,19
11-09-2019-Charleston-3-17,11-09-2019,"""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve, Charleston, SC, USA","""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve",Charleston,SC,USA,False,,,{1: 'with Kanika Moore on vocals'},3,17
12-27-2019-Denver-3-17,12-27-2019,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,False,Pimps of Joytime,['last Full Frontal 01.14.2017 (268 shows)'],"{1: 'with Soul Food I teases', 2: 'unfinished', 3: 'with Cowboys from Hell (Pantera) teases', 4: 'with La Grange (ZZ Top) jam and quotes', 5: 'with Working Day and Night (Michael Jackson) tease', 6: 'debut, Van Halen'}",3,17
12-28-2019-Denver-3-19,12-28-2019,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,False,Cycles,"['first set was in ""choose your own adventure"" style, with attendees voting for the next ""adventure"" live: Remind Me, Draconian, or Breaker; Professor Wormbog, Glory, or Dear Lord; The Fuzz >, Nemo >, or FF >; Maybe Someday, Crucial Taunt, or Triangle Tear; Red Tape, Similar Skin, or Mantis; Cemetery Walk, Uncle Wally, or Anchor Drops; Wizard Burial Ground, Cemetery Walk II, or Go to Hell']","{1: 'unfinished', 2: 'with Over the Hills and Far Away (Led Zeppelin) tease', 3: ""with It's About That Time (Miles Davis) tease"", 4: 'debut, LCD Soundsystem'}",3,19
12-30-2019-Denver-vip-1-5,12-30-2019,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,True,,['set for those who purchased the VIP package'],{},1,5
12-30-2019-Denver-3-10,12-30-2019,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,False,Kyle Hollingsworth Band,"['last Scenes from an Italian Restaurant 02.05.2010 (1,000 shows)']","{1: 'with Kyle Hollingsworth on keys, and with Jeff Coffin on saxophone; ""Jimmy Stewarts"" with lyrics', 2: 'with Nick Gerlach on saxophone'}",3,10
12-31-2019-Denver-4-25,12-31-2019,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,False,,"['Mad Dog and his Filthy Little Secret horns were: Michael ""Mad Dog"" Mavridoglou on trumpet, Jeff Coffin on saxophone, Chris Ott on trombone, and Josh Quinlan on saxophone', 'last Headphones & Snowcones 08.12.2016 (304 shows)', 'last Dick in a Box 01.06.2007 (1,364 shows)', 'with Over the Hills and Far Away (Led Zeppelin) tease before Bullshit Anthem']","{1: 'with You Belong to the City (Glen Frey) teases', 2: 'with Mad Dog and his Filthy Little Secret horns', 3: 'debut, David Bowie; with Mad Dog and his Filthy Little Secret horns', 4: 'debut, Olivia Newton-John; with Mad Dog and his Filthy Little Secret horns', 5: 'with Underworld (Super Mario Brothers) theme (Koji Kondo) teases; with Mad Dog and his Filthy Little Secret horns', 6: 'debut, original; with Mad Dog and his Filthy Little Secret horns', 7: 'debut, Jamiroquai; with Mad Dog and his Filthy Little Secret horns', 8: 'debut, Fantastic Negrito; with Mad Dog and his Filthy Little Secret horns', 9: 'with Auld Lang Syne (Burns) tease'}",4,25
01-11-2018-Pittsburgh-3-17,01-11-2018,"Stage AE, Pittsburgh, PA, USA",Stage AE,Pittsburgh,PA,USA,False,Big Something,"['with Pipeline (The Chantays) tease before Prowler', 'with YYZ (Rush) tease before Cheap Sunglasses']","{1: 'with The Imperial March (John Williams) tease', 2: 'debut, original'}",3,17
01-12-2018-Cincinnati-3-19,01-12-2018,"Taft Theatre, Cincinnati, OH, USA",Taft Theatre,Cincinnati,OH,USA,False,Big Something,"['last Flying 11.07.2014 (295 shows)', 'with YYZ (Rush) tease before Pay the Snucka']","{1: 'debut, Vangelis; with The Cincy Brass on horns and percussion', 2: 'with The Cincy Brass on horns and percussion; with When the Saints Go Marching In (trad.) jam', 3: 'with Everything In Its Right Place (Radiohead) jam', 4: 'debut, original'}",3,19
01-13-2018-Cincinnati-3-16,01-13-2018,"Taft Theatre, Cincinnati, OH, USA",Taft Theatre,Cincinnati,OH,USA,False,Big Something,['with You Really Got Me (The Kinks) tease before Ringo'],"{1: '“dub” version', 2: 'with Cowboys from Hell (Pantera) teases', 3: 'with Casey Cranford on saxophone', 4: 'unfinished', 5: 'debut, original'}",3,16
01-14-2018-Chicago-1-11,01-14-2018,"Park West, Chicago, IL, USA",Park West,Chicago,IL,USA,False,,"[""it's not us Release Party""]","{1: 'debut, original', 2: 'original version', 3: 'debut, original; with Brendan and Jake on acoustics', 4: 'with Brendan and Jake on acoustics'}",1,11
01-18-2018-New_York-1-3,01-18-2018,"""Soundcheck"" WNYC Studios, New York, NY, USA","""Soundcheck"" WNYC Studios",New York,NY,USA,False,,['in-studio performance and interview with John Schaefer'],{},1,3
01-18-2018-New_York-1-5,01-18-2018,"SiriusXM Studios, New York, NY, USA",SiriusXM Studios,New York,NY,USA,False,,['in-studio performance'],{1: 'with Brendan and Jake on acoustics'},1,5
01-18-2018-New_York-1-4,01-18-2018,"""Backstory"" The Cutting Room, New York, NY, USA","""Backstory"" The Cutting Room",New York,NY,USA,False,,['the set was preceded by an interview with Alan Paul'],{},1,4
01-19-2018-New_York-3-17,01-19-2018,"Beacon Theatre, New York, NY, USA",Beacon Theatre,New York,NY,USA,False,,,"{1: 'with Oz Noy on guitar and Brendan on percussion and keys', 2: 'with Jake on keys; with Lose Yourself (Eminem) jam'}",3,17
01-20-2018-New_York-3-21,01-20-2018,"Beacon Theatre, New York, NY, USA",Beacon Theatre,New York,NY,USA,False,,"['last Paradise City 10.21.2004 (1,493 shows)']","{1: 'one verse', 2: 'with Jake and Brendan on acoustic guitars', 3: 'with Peter Apfelbaum on saxophone and Mike Maher on trumpet', 4: 'with Eruption (Van Halen) tease'}",3,21
01-21-2018-New_York-3-20,01-21-2018,"Beacon Theatre, New York, NY, USA",Beacon Theatre,New York,NY,USA,False,,"['for the band’s 20th anniversary show, all of the songs played were in order of debut, starting with 2017 and going back in time one year for each subsequent song']","{1: 'unfinished', 2: 'incomplete', 3: 'with Can’t You Hear Me Knocking (The Rolling Stones) jam', 4: 'with Voodoo Child (Jimi Hendrix) teases; unfinished', 5: 'intro only', 6: 'with Divisions, 10th Grade, and Nachos for Two teases; also with Thunderstruck (AC/DC) tease'}",3,20
01-25-2018-New_Haven-3-16,01-25-2018,"College Street Music Hall, New Haven, CT, USA",College Street Music Hall,New Haven,CT,USA,False,Nicole Atkins,,"{1: 'with Hysteria (Def Leppard) jam and Roundabout (Yes) teases', 2: 'with Feels So Good (Chuck Mangione) tease', 3: 'with Jake on keys', 4: ""with Don't Cry (Guns N' Roses) quote""}",3,16
01-26-2018-Philadelphia-3-15,01-26-2018,"The Fillmore, Philadelphia, PA, USA",The Fillmore,Philadelphia,PA,USA,False,Nicole Atkins,['last Peter Gunn / Every Breath You Take 02.09.2013 (490 shows)'],"{1: 'debut, The Pretenders; with Nicole Atkins on vocals', 2: 'with Jake on keys', 3: 'with YYZ (Rush) and Senor Mouse (Al Di Meola) teases'}",3,15
01-27-2018-Philadelphia-3-20,01-27-2018,"The Fillmore, Philadelphia, PA, USA",The Fillmore,Philadelphia,PA,USA,False,Hayley Jane & The Primates,,{1: 'with Rhiannon (Fleetwood Mac) and Stairway to Heaven (Led Zeppelin) teases'},3,20
01-28-2018-Jim_Thorpe-3-16,01-28-2018,"Penn's Peak, Jim Thorpe, PA, USA",Penn's Peak,Jim Thorpe,PA,USA,False,,"['last Wabash 03.26.2005 (1,445 shows); played in remembrance of Mike Mirro, who passed away on this day in 2014']","{1: 'with Brendan and Jake on acoustics', 2: ""I Keep Forgettin' (Michael McDonald) jam and quotes""}",3,16
02-01-2018-Columbus-3-17,02-01-2018,"Express Live!, Columbus, OH, USA",Express Live!,Columbus,OH,USA,False,The Marcus King Band,,"{1: 'with Jake on keys; with reprise of ""turbo"" version', 2: 'with River People (Weather Report), Underworld Theme (Koji Kondo), and The Fuzz teases', 3: 'with Receiver (The New Deal) and Glide (The New Deal) teases'}",3,17
02-02-2018-Kalamazoo-3-16,02-02-2018,"Wings Event Center, Kalamazoo, MI, USA",Wings Event Center,Kalamazoo,MI,USA,False,The Marcus King Band,,"{1: 'with Decoy (Miles Davis) tease by Ryan', 2: 'with Steve Krojniewski on percussion', 3: 'unfinished'}",3,16
02-03-2018-Kalamazoo-3-18,02-03-2018,"Wings Event Center, Kalamazoo, MI, USA",Wings Event Center,Kalamazoo,MI,USA,False,The Marcus King Band,,"{1: 'with Marcus King on guitar and Deshawn Alexander on keyboards', 2: 'completing the 02.02.2018 version', 3: 'with Norwegian Wood (The Beatles) jam and Third Stone from the Sun (Jimi Hendrix) teases'}",3,18
02-15-2018-Washington-3-17,02-15-2018,"The Anthem, Washington, DC, USA",The Anthem,Washington,DC,USA,False,The Marcus King Band,,"{1: 'with Larry Keel on acoustic guitar, along with Brendan and Jake', 2: 'with Larry Keel on acoustic guitar', 3: 'with Divisions teases', 4: 'with Jake on keys'}",3,17
02-16-2018-Asheville-3-16,02-16-2018,"Exploreasheville.com Arena, Asheville, NC, USA",Exploreasheville.com Arena,Asheville,NC,USA,False,The Marcus King Band,,"{1: 'with 25 Or 6 To 4 (Chicago) teases', 2: 'with Anesthesia (Pulling Teeth) (Metallica) and Human Nature (Michael Jackson) jams', 3: 'with Crazy Train (Ozzy Osbourne), Glide (The New Deal) , and Stairway to Heaven (Led Zeppelin) teases'}",3,16
02-17-2018-Asheville-3-16,02-17-2018,"Exploreasheville.com Arena, Asheville, NC, USA",Exploreasheville.com Arena,Asheville,NC,USA,False,The Marcus King Band,,{},3,16
